,budget,gross,runtime,score,votes,Year_Released
2449,23000000,351583407,101,6.9,357000,1994
2450,30000000,350448145,116,7.2,339000,1994
2451,55000000,196567262,116,7.1,180000,1994
2452,23000000,67308282,82,6.3,45000,1994
2453,17000000,247275374,107,7.3,361000,1994
2454,30000000,160638883,133,7.5,154000,1995
2455,34000000,50283563,118,7.3,222000,1994
2456,23000000,50693129,102,7.6,170000,1994
2457,60000000,223664608,123,7.5,301000,1994
2458,4400000,245700832,117,7.1,144000,1994
2459,46000000,341631208,91,4.9,77000,1994
2460,15000000,107217396,86,6.9,284000,1994
2461,18000000,50083616,115,7.3,54000,1994
2462,35000000,99431786,102,4,67000,1994
2463,35589876,1432358,102,8.1,69000,1996
2464,62000000,215887717,141,6.9,93000,1994
2465,35589876,45610410,106,6.1,38000,1994
2466,5000000,3049135,99,7.3,60000,1994
2467,27000,3151130,92,7.7,214000,1994
2468,35589876,10475705,96,6.1,9100,1994
2469,75000000,183031272,127,7,104000,1994
2470,63000000,25052000,191,6.7,47000,1994
2471,2500000,5842603,110,7.1,22000,1994
2472,35589876,11265402,104,7.5,48000,1994
2473,20000000,19306362,107,6.4,27000,1994
2474,18000000,5887457,127,7.8,168000,1994
2475,35000000,118071125,118,6.6,78000,1994
2476,55000000,214015089,128,6.1,48000,1994
2477,24000000,50236831,102,6.2,30000,1994
2478,8000000,8924549,95,7.2,64000,1995
2479,40000000,38087756,95,5.4,66000,1994
2480,50000000,119208989,104,5.6,78000,1994
2481,11500000,33351557,99,6.6,47000,1994
2482,30000000,51132598,83,6.5,100000,1994
2483,35589876,7770731,98,5.9,10000,1994
2484,35589876,3581969,99,8.1,94000,1994
2485,60000000,108431355,109,4.6,66000,1994
2486,8000000,19721741,112,6.5,53000,1994
2487,48000000,16827402,99,6.2,48000,1994
2488,45000000,94216343,111,6.4,43000,1994
2489,35589876,5751882,92,6.1,47000,1994
2490,600000,185898,87,3.3,21000,1994
2491,12000000,15876353,107,4.5,28000,1994
2492,28000000,30156002,121,6.2,29000,1994
2493,40000000,19726050,121,5.2,23000,1994
2494,40000000,7182747,87,4.5,13000,1994
2495,9000000,15482277,106,7.2,37000,1995
2496,45000000,117615211,119,6.7,62000,1994
2497,35589876,30577969,93,5.3,19000,1994
2498,20000000,37939757,101,6.4,37000,1994
2499,35589876,20059210,109,6.5,21000,1994
2500,35589876,1608570,102,7.9,32000,1995
2501,70000000,131002597,125,6.2,54000,1994
2502,45000000,112006296,123,6.4,53000,1994
2503,25000000,6841570,113,4.3,6600,1994
2504,27000000,43229904,111,6,17000,1994
2505,40000000,2816518,111,7.2,78000,1994
2506,27000000,101646581,99,5.9,57000,1994
2507,22000000,190539357,97,6.5,102000,1994
2508,45000000,170362582,110,5.6,63000,1994
2509,27000000,13670688,80,6.1,22000,1994
2510,2500000,2079569,89,7.3,58000,1995
2511,13000000,7820688,95,6.8,28000,1994
2512,25000000,15240435,99,5.2,12000,1994
2513,25000000,48063435,108,6.1,24000,1994
2514,35589876,50021959,126,6.6,21000,1994
2515,16000000,3359465,101,6.4,7000,1994
2516,31000000,24822619,133,7.5,66000,1994
2517,7400000,7727256,96,6.2,11000,1994
2518,35589876,25479558,90,5.5,11000,1994
2519,24500000,106683817,112,6.5,28000,1994
2520,35589876,1237219,92,7.6,67000,1994
2521,35589876,17359799,99,5.3,19000,1994
2522,35589876,1596687,102,5.1,5900,1994
2523,35589876,30057974,115,5.8,17000,1994
2524,25000000,30626182,105,5.6,25000,1994
2525,35589876,39003,102,7.1,4500,1994
2526,25000000,68792531,97,6.7,49000,1995
2527,35589876,4221036,103,7.1,19000,1995
2528,19000000,7408745,90,5.5,7100,1994
2529,28000000,11373501,86,6.4,16000,1994
2530,7850000,2341309,96,3.8,12000,1994
2531,12000000,3103716,103,7.3,23000,1995
2532,8000000,4330020,79,6.6,12000,1994
2533,3000000,21898920,108,7.7,34000,1996
2534,7000000,19623396,105,6.6,4900,1994
2535,65897768,15238689,110,7.2,16000,1994
2536,35589876,1181182,103,5.1,2000,1996
2537,20000000,39491975,110,7.4,19000,1995
2538,35589876,4412297,107,4.8,5200,1994
2539,3000000,6159269,103,7.5,7400,1995
2540,3500000,16192320,96,6.6,15000,1994
2541,35589876,13137484,113,6.3,13000,1994
2542,35589876,20016254,101,6.7,14000,1994
2543,6200000,126247,83,3.5,32000,1994
2544,35589876,12267790,119,6.1,10000,1994
2545,50000000,38590458,101,4.6,23000,1994
2546,18000000,11300653,133,5.2,15000,1994
2547,20000000,13383747,98,7.4,36000,1995
2548,35589876,1318578,159,7.4,17000,1994
2549,14000000,13642861,115,7,9700,1994
2550,200000,1359736,100,6.3,6000,1994
2551,10000000,11555430,102,7.6,44000,2000
2552,45000000,21355893,98,5.4,7900,1994
2553,35589876,217881,86,6.6,3200,1995
2554,35589876,46264384,114,6.5,33000,1994
2555,45000000,9771658,90,6.5,23000,1994
2556,35589876,14815317,93,6.3,13000,1994
2557,35589876,16928556,126,6.8,12000,1994
2558,35589876,7924955,94,5.8,18000,1994
2559,35589876,18137661,110,5.6,12000,1994
2560,40000000,24332324,128,6.2,17000,1994
2561,35589876,63513,96,5.8,4800,1995
2562,7000000,20851521,119,6.6,3800,1994
2563,35589876,9914409,121,7.4,24000,1995
2564,35589876,7294403,124,7.8,19000,1994
2565,35589876,23070663,108,6.2,13000,1994
2566,35000000,20280016,102,5.9,7900,1994
2567,20000000,15339030,118,6.1,19000,1994
2568,25000000,6562513,118,5.9,12000,1994
2569,35589876,16820893,94,5.7,6500,1994
2570,26000000,12303080,99,4.5,20000,1995
2571,4000000,253986,105,7.1,20000,1996
2572,35589876,3129045,120,5.6,4000,1995
2573,35589876,1977198,100,7.1,14000,1994
2574,35589876,4352094,96,6.1,11000,1994
2575,9000000,3662459,80,5.3,8200,1994
2576,20000000,27058304,96,6.2,16000,1994
2577,35589876,4630377,88,6.6,9500,1994
2578,35589876,21006361,108,6.6,7900,1994
2579,45000000,28735315,101,5.6,19000,1994
2580,35589876,78500541,103,7.8,7100,1995
2581,35589876,2332728,133,8.3,17000,1994
2582,35589876,28881266,91,5,13000,1994
2583,35589876,6017509,111,5.9,13000,1994
2584,5000000,1702394,95,4.9,7200,1994
2585,40000000,43622150,116,5.5,19000,1994
2586,35589876,20164171,115,6.6,13000,1994
2587,11000000,11439193,96,6.9,24000,1994
2588,25000000,26381221,100,6.2,24000,1994
2589,20000000,11798854,93,4.6,8600,1994
2590,35589876,60822,77,2.7,9500,1994
2591,13000000,3134381,97,5.2,2700,1994
2592,6000000,48424341,112,6.6,13000,1994
2593,50000000,16487349,102,5.5,13000,1994
2594,15000000,3038499,99,6.3,6200,1994
2595,35589876,11391093,93,5.2,6400,1994
2596,2300000,1095885,98,6.7,7600,1995
2597,35589876,9979683,94,5.9,5400,1994
2598,35589876,16453258,96,5.3,6500,1994
2599,3500000,8094616,114,7.6,12000,1994
2600,35589876,8647042,109,5.9,8500,1994
2601,35589876,2694234,101,5.4,6000,1994
2602,35589876,2392589,100,6.7,5900,1994
2603,2000000,2260622,85,4.6,9300,1994
2604,60000000,18272894,108,6,4500,1994
2605,15000000,6821850,97,5.4,11000,1994
2606,30000000,3180674,101,5.9,3700,1994
2607,35589876,19281235,100,4.7,4800,1994
2608,17080000,21011318,107,5.5,8500,1994
2609,35589876,200151,86,5.7,2500,1994
2610,35589876,3062530,97,6,2500,1994
2611,10000000,29392418,108,6,6700,1994
2612,35589876,16821273,98,5.5,6500,1994
2613,35589876,190749,108,7.7,11000,1995
2614,700000,382928,93,7.1,22000,1995
2615,45000000,30806194,123,5.3,12000,1994
2616,35589876,71368,76,5.4,6300,1994
2617,200000,78500541,92,4.7,2200,1994
2618,30000000,7941977,92,5,9200,1994
2619,35589876,319123,82,5.6,1800,1994
2620,35589876,3430583,106,6.3,5200,1994
2621,35589876,1600226,111,6.8,6500,1995
2622,35589876,4165845,98,7.1,9800,1995
2623,7000000,2144667,125,6.4,4300,1994
2624,3200000,7266973,101,7,5800,1994
2625,1900000,763847,113,8,14000,1995
2626,2800000,2313461,135,7.9,15000,1995
2627,35589876,12712,94,7.4,4100,1995
2628,10500000,123509,99,6.4,1000,1994
2629,35589876,766464,100,7.3,5200,1995
2630,15000000,1316865,108,6.2,3400,1994
2631,35589876,8880705,110,6.4,1400,1994
2632,40000000,1519366,122,5.4,3800,1994
2633,30000000,3783003,112,5.3,3100,1994
2634,35589876,713234,93,5.1,1400,1994
2635,35589876,538534,115,6.3,1600,1994
2636,19200000,3342223,102,6,1100,1994
2637,15000000,70936,85,5.6,1500,1994
2638,30000000,18869594,109,4.8,7600,1994
2639,35589876,11553,76,6.6,1800,1995
2640,20000000,305070,107,6.4,4700,1994
2641,35589876,487391,97,7.2,3100,1994
2642,35589876,1007583,128,6.4,7200,1994
2643,60000000,187436818,170,8.2,596000,1995
2644,12000000,56631572,97,6.8,193000,1995
2645,33000000,327333559,127,8.6,1500000,1995
2646,72000000,213216216,178,8.3,978000,1995
2647,52000000,355237933,140,7.6,277000,1995
2648,6000000,23341568,106,8.5,1000000,1995
2649,65000000,262821940,104,7,318000,1995
2650,52000000,116112375,178,8.2,480000,1995
2651,50000000,152022101,109,5.2,43000,1995
2652,100000000,336567158,121,5.4,239000,1995
2653,1500000,7412216,91,7.1,75000,1995
2654,30000000,394436586,81,8.3,913000,1995
2655,7000000,25405445,104,7.2,175000,1995
2656,90000000,366101666,128,7.6,370000,1995
2657,18000000,122195920,101,5.8,112000,1995
2658,8000000,2122561,94,7.1,118000,1995
2659,29000001,168839459,129,8,589000,1996
2660,3600000,32029928,111,7.5,117000,1996
2661,45000000,20358624,128,4.9,64000,1995
2662,2500000,5987386,101,8.1,282000,1995
2663,3500000,28215918,91,7.3,103000,1995
2664,16000000,134582776,136,7.7,106000,1996
2665,175000000,264218220,135,6.2,186000,1995
2666,2000000,2402438,102,7.3,105000,1995
2667,19000000,141407024,119,6.9,247000,1995
2668,10000000,26488734,89,6.4,135000,1995
2669,20000000,66433194,95,5.2,26000,1995
2670,60000000,352194034,130,7.2,243000,1995
2671,35000000,113374103,108,5.8,76000,1995
2672,50000000,189859560,127,6.6,123000,1995
2673,4000000,4257354,98,6.8,100000,1995
2674,35589876,273188,90,6.7,52000,1995
2675,32000000,18636537,107,6.4,88000,1995
2676,20000000,7563728,105,6.2,66000,1995
2677,35589876,302606,98,8.1,157000,1996
2678,50000000,287928194,100,6.1,125000,1995
2679,35589876,47774193,109,6.6,30000,1995
2680,35589876,17689177,100,6.6,26000,1995
2681,25000000,4064495,104,5.4,31000,1995
2682,35589876,37591674,100,6.8,28000,1995
2683,55000000,346079773,81,6.7,175000,1995
2684,18000000,35348597,78,6.9,48000,1995
2685,23000000,179519401,99,6.5,50000,1995
2686,53000000,157387195,116,7.3,105000,1995
2687,20000000,21284514,106,6.8,45000,1995
2688,58000000,53672080,127,6.3,38000,1995
2689,35589876,516540,83,8,133000,1996
2690,17000000,182057016,103,6.7,95000,1995
2691,30250000,115101622,105,6.9,78000,1995
2692,35589876,32679899,97,7.1,79000,1995
2693,30000000,254134910,91,6.8,119000,1995
2694,11000000,39363635,122,7.5,90000,1996
2695,12000000,46576136,90,6.1,21000,1995
2696,26000000,19075720,96,5.7,68000,1995
2697,35589876,36853222,102,6.4,25000,1995
2698,24000000,182016617,135,7.6,76000,1995
2699,42000000,7959291,145,7.2,68000,1995
2700,98000000,10017322,124,5.7,27000,1995
2701,90000000,113493481,96,5.6,112000,1995
2702,18000000,1781465,112,7.5,66000,1995
2703,20000000,32051917,123,6.6,56000,1995
2704,35589876,30112050,95,6.3,32000,1995
2705,9500000,30862156,111,6.6,29000,1995
2706,17000000,10015449,97,7.7,33000,1995
2707,62000000,107879496,114,6.8,54000,1995
2708,60000000,104324083,100,5.5,45000,1995
2709,35589876,38290723,127,6.5,19000,1995
2710,23000000,106269971,143,7.3,36000,1996
2711,8000000,16115878,98,6.5,30000,1995
2712,9000000,1037847,121,7.6,92000,1996
2713,30000000,212385533,90,6.4,206000,1995
2714,35589876,24361867,132,7.4,41000,1995
2715,55000000,127600435,134,6,70000,1995
2716,50000000,9851610,95,5.3,12000,1995
2717,12000000,17736619,100,5.6,9500,1995
2718,30000000,24047675,106,5.6,29000,1995
2719,5000000,15116634,87,4.8,32000,1995
2720,30000000,76594107,106,6.1,36000,1995
2721,50000000,30303072,132,6.3,79000,1995
2722,35589876,101982854,111,6.6,48000,1995
2723,20000000,50008143,102,6.7,32000,1995
2724,35589876,19474589,101,5.9,21000,1995
2725,28000000,31596911,139,6.9,41000,1995
2726,10000000,24147179,119,6.9,21000,1995
2727,6500000,9685976,94,5.8,5500,1995
2728,16000000,81452156,124,6,10000,1995
2729,800000,4569019,88,7.4,33000,1996
2730,45000000,35656131,96,6,27000,1995
2731,7500000,32392047,87,6.8,40000,1996
2732,27000000,16140822,102,6.7,18000,1995
2733,10000000,41200020,117,6.3,11000,1995
2734,35589876,718490,96,6.8,13000,1995
2735,13000000,21089146,92,6.7,22000,1995
2736,22000000,110627965,114,5.9,62000,1995
2737,500000,1111790,90,7.5,17000,1995
2738,30000000,10772144,88,5.9,40000,1995
2739,35589876,23920048,97,5.5,10000,1995
2740,22000000,9418365,98,5.7,30000,1995
2741,30000000,2193982,98,5.9,6600,1995
2742,25000000,71518503,101,6.7,25000,1995
2743,21000000,23440188,115,6.5,12000,1995
2744,6000000,11837928,98,6.4,7400,1995
2745,68000000,35431113,110,5.7,39000,1995
2746,6000000,13940383,95,5.3,11000,1995
2747,9000000,868979,111,6.3,13000,1995
2748,35589876,40070995,96,5.2,8900,1995
2749,44000000,13681765,192,7.1,29000,1996
2750,15000000,12201255,106,5.3,6400,1995
2751,35589876,919671,94,6.5,6700,1995
2752,14000000,171082,167,8.1,56000,1997
2753,15000000,6468498,95,7,39000,1995
2754,35589876,11349090,78,7.1,41000,1995
2755,8000000,340139,111,6.5,14000,1995
2756,50000000,11534477,91,4.3,12000,1995
2757,12000000,13294422,109,6.1,15000,1995
2758,46000000,10382407,135,5.3,15000,1995
2759,33000000,8175346,90,6.3,40000,1995
2760,35589876,4686937,91,5.7,5500,1995
2761,35589876,30077111,95,5.1,17000,1995
2762,7000000,529766,115,6.8,27000,1995
2763,35589876,284785,83,6.1,14000,1995
2764,35589876,138510230,103,5.5,36000,1995
2765,1000000,512245,119,7.2,14000,1995
2766,35000000,64350171,111,5.8,33000,1995
2767,35589876,23389975,103,6.6,8100,1995
2768,11000000,163971,91,5.9,16000,1995
2769,20000000,5711695,108,6.4,26000,1996
2770,20000000,19751736,100,4.6,22000,1995
2771,35589876,17381942,122,7.3,27000,1995
2772,35589876,2748518,110,7.4,14000,1995
2773,35589876,78500541,99,7.4,19000,1998
2774,15000000,13406717,89,4.7,5800,1995
2775,11000000,2844379,123,6.9,9200,1996
2776,35589876,6029091,93,6,4200,1995
2777,25000000,13071518,128,6.9,21000,1995
2778,7000000,8367636,112,7.4,34000,1995
2779,35589876,50865589,106,5.7,13000,1995
2780,32000000,11047627,96,5.9,3500,1995
2781,40000000,14942422,101,5.9,17000,1995
2782,35589876,63174,102,4.8,1900,1995
2783,35589876,941414,105,6.8,4500,1996
2784,20000000,17519169,103,6.6,12000,1995
2785,4997987,3414301,116,6.8,4400,1996
2786,35589876,2568425,97,7.7,9400,1995
2787,35589876,1320043,118,7.1,5700,1995
2788,35589876,33177694,101,6.5,12000,1995
2789,35589876,15453274,93,5.4,6200,1995
2790,20000000,6609661,110,6,4900,1995
2791,19000000,4005941,117,6.6,9000,1996
2792,35589876,31738,110,6.5,5600,1995
2793,5500000,11079373,128,7.3,3800,1995
2794,238000,10426506,98,6.6,7500,1995
2795,35589876,459749,92,6.8,14000,1996
2796,35589876,7919823,90,5.6,5700,1995
2797,35589876,873196,112,7.5,11000,1996
2798,35589876,307308,82,6.5,9200,1995
2799,35589876,7024389,118,7,5000,1995
2800,40997769,10904930,99,6.6,17000,1995
2801,35589876,218626,110,6.7,5100,1996
2802,35589876,1104622,103,7,11000,1996
2803,2000000,1268636,83,6.7,9200,1995
2804,35589876,12096673,106,6.2,4700,1995
2805,35589876,1781383,106,4.3,8500,1995
2806,35589876,3487767,92,6.8,5900,1995
2807,35589876,4821759,90,6.7,6400,1995
2808,150000,472370,94,6.5,4700,1995
2809,35589876,24670346,107,5.1,8600,1995
2810,17000000,7603766,111,6.4,5600,1995
2811,6500000,536023,99,6.1,3400,1995
2812,28000000,3983912,74,5.6,4700,1995
2813,15000000,3987768,96,6.7,6600,1995
2814,10500000,26325256,113,6,6600,1995
2815,15000000,3674841,108,5.4,2800,1995
2816,150000,924940,85,7.7,6900,1995
2817,35589876,1110104,115,6.6,2800,1995
2818,35589876,228800,109,7.6,11000,1996
2819,7000000,3734870,89,5.3,4700,1995
2820,6400000,6858261,86,5.2,6400,1995
2821,6000000,5093707,86,4.2,3200,1995
2822,250000,2210408,94,6.5,4400,1995
2823,35589876,17014653,88,4.3,7600,1995
2824,3000000,78500541,87,4.5,2200,1995
2825,4000000,259724,112,5.9,2700,1995
2826,35589876,78500541,176,7.6,6400,1997
2827,8000000,2763020,90,4.5,2700,1995
2828,14000000,2473668,139,5.7,2800,1995
2829,10000000,7027517,115,6.1,2900,1995
2830,35589876,11642946,81,6.4,2700,1995
2831,5000000,3565508,98,6.7,2900,1995
2832,35589876,371674,113,7.4,4900,1996
2833,35589876,230049,90,6.9,1500,1996
2834,35589876,2680717,101,5.5,1900,1995
2835,35589876,5221281,95,5.4,3100,1995
2836,35589876,4249321,102,7.5,8400,1996
2837,35589876,247202,104,5.5,1800,1997
2838,23000000,5750110,100,6.6,4900,1995
2839,35589876,7506759,84,5.8,3900,1995
2840,35589876,955708,106,7.3,4300,1996
2841,15000000,6014341,88,4.9,759,1995
2842,35589876,6834525,124,6.4,2300,1995
2843,80000000,230418342,88,6.5,175000,1996
2844,75000000,817400891,145,7,543000,1996
2845,14500000,147554998,120,6.7,216000,1996
2846,14000000,173046663,111,7.3,295000,1996
2847,44000000,165615285,147,7.6,202000,1996
2848,19000000,25837111,108,7.2,294000,1996
2849,7000000,60611975,98,8.1,634000,1996
2850,80000000,457696391,110,7.1,398000,1996
2851,36000000,33459416,102,6.9,135000,1996
2852,35589876,16607872,93,8.1,647000,1996
2853,92000000,494471524,113,6.4,183000,1996
2854,12000000,41205099,92,7,205000,1996
2855,75000000,320689294,103,5.7,105000,1996
2856,9000000,2671291,100,6.4,54000,1997
2857,50000000,273552592,139,7.3,249000,1996
2858,75000000,335062621,136,7.4,319000,1996
2859,40000000,152266007,149,7.5,138000,1996
2860,15000000,24819936,101,6.4,82000,1996
2861,30000000,102616183,129,7.7,196000,1996
2862,70000000,101371017,106,6.3,214000,1996
2863,27000000,231976425,162,7.4,182000,1996
2864,65000000,89456761,121,6.8,76000,1996
2865,35589876,20831000,97,6.2,44000,1996
2866,7000000,560069,91,7,72000,1996
2867,10000000,4762310,118,6.6,27000,1996
2868,4500000,3802260,109,7.3,52000,1996
2869,1000000,24444121,135,8,89000,1997
2870,42000000,41083864,126,6.6,18000,1996
2871,31000000,185260553,117,7.1,83000,1996
2872,26000000,34585416,108,6.9,64000,1996
2873,40000000,49627779,96,4.5,32000,1996
2874,27000000,25023434,114,6.9,79000,1996
2875,100000000,325338851,91,7,146000,1996
2876,30000000,29359216,110,7.1,84000,1996
2877,100000000,242295562,115,6.1,106000,1996
2878,40000000,113309743,115,4.5,44000,1996
2879,45000000,146027888,111,7.6,120000,1996
2880,200000,4555020,96,7.2,77000,1997
2881,50000000,25477365,101,5.7,71000,1996
2882,35589876,10597759,112,7.1,32000,1996
2883,47000000,102825796,96,6.1,157000,1996
2884,3800000,20949601,89,6.6,50000,1996
2885,8500000,15315484,93,5.8,29000,1996
2886,3000000,222559,101,7.2,45000,1997
2887,54000000,273961019,95,5.6,112000,1996
2888,18000000,4770222,242,7.7,37000,1996
2889,4100000,12008376,109,7.3,18000,1996
2890,55000000,38619405,110,6.8,58000,1996
2891,46000000,100860818,116,6.6,52000,1996
2892,26000000,181489203,103,6.4,45000,1996
2893,9000000,41590886,123,6.9,15000,1996
2894,38000000,28946127,79,6.7,62000,1996
2895,57000000,115267375,103,6.5,93000,1996
2896,55000000,121969216,133,6.4,52000,1996
2897,15000000,13427615,88,4.4,26000,1996
2898,45000000,58620973,113,5.8,57000,1996
2899,38000000,10292300,129,6.6,22000,1996
2900,35589876,22955097,104,5.5,26000,1996
2901,50000000,150270147,108,6,93000,1996
2902,6000000,22231658,120,6.7,37000,1996
2903,50000000,60209334,107,5.7,49000,1996
2904,3000000,4109095,114,6,10000,1997
2905,25000000,7343114,124,6.8,36000,1996
2906,35589876,1605,110,7.4,37000,1996
2907,4000000,2923982,84,7.5,28000,1997
2908,4500000,13417292,136,8,39000,1997
2909,80000000,159212469,114,5.9,68000,1996
2910,67000000,47267001,101,6.4,54000,1996
2911,25000000,14063331,115,6.2,34000,1996
2912,80000000,309492681,121,6.7,121000,1996
2913,12000000,63118386,81,6.8,53000,1996
2914,22000000,25143818,107,6.8,24000,1996
2915,45000000,53854588,135,6.4,47000,1996
2916,9000000,3793614,98,3.4,26000,1996
